district_name,block_name,gp_name,village_name,village_code,village_latitude,village_longitude,total_hhd,TOT_P,TOT_M,TOT_F,P_SC,P_ST,P_LIT,P_ILL,TOT_WORK_P,MAINWORK_P,MARGWORK_P,total_hhd_having_piped_water_connection,total_no_of_community_toilets_constructed,availability_of_phc,availability_of_chc,distance_of_phc,distance_of_chc,total_no_of_schools_primary_sections,total_no_of_schools_middle_sections,availability_of_high_school,availability_of_ssc_school,is_village_connected_to_all_weather_road,distance_of_all_weather_road,availability_of_internal_pucca_road,availablility_hours_of_domestic_electricity,is_broadband_available,no_of_shgs_under_nrlm,total_hhd_mobilized_into_shg,total_no_of_shg_promoted,total_shg_members_engaged_in_income_generation_activities,availability_of_cottage_small_scale_units,total_hhd_engaged_cottage_small_scale_units,piped_water_pct,toilet_per_100hh,sanitation_deficit_raw,sanitation_deficit,has_health_fac,min_health_distance,health_deficit_raw,health_deficit,total_schools,schools_per_1000,education_deficit_raw,education_deficit,service_deficit_index,road_deficit_raw,road_deficit,digital_deficit_raw,digital_deficit,electricity_deficit_raw,electricity_deficit
CHAMPAWAT,BARAKOT,SUNGAR KHAL,Luwakot,54131,29.476819,80.016637,30,140,67,73,6,0,85,55,63,57,6,0,0,2,2,5,5,0,0,1,2,2,5,3,4,2,2,10,0,0,2,0,0,0,1,1,1,5,0.6,1,3,21.42857143,0.994642857,0.994642857,0.998392857,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,BARAKOT,SUTERA,Sutera,54215,29.470175,80.077898,110,281,122,159,27,0,179,102,111,79,32,17,0,2,2,1,1,1,1,2,1,2,2,2,4,2,6,0,6,12,2,0,15.45454545,0,0.845454545,0.845454545,1,1,0,0,5,17.79359431,0.995551601,0.995551601,0.552301844,-0.44,0.153846154,-1,0,0.25,0.25
CHAMPAWAT,BARAKOT,SUTERA,Jakh Lagga Sutera,54217,29.448912,80.14207,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,0,1,2,2,2,2,3,4,2,0,0,0,0,2,0,0,0,1,1,1,5,0.6,1,5,0,1,1,1,-0.44,0.153846154,-1,0,0.25,0.25
CHAMPAWAT,BARAKOT,SUTERA,Chachari,54219,29.448938,80.142198,70,272,123,149,67,0,149,123,112,58,54,0,0,2,2,5,5,1,1,2,2,1,0,1,4,2,6,36,0,0,2,0,0,0,1,1,1,5,0.6,1,6,22.05882353,0.994485294,0.994485294,0.998345588,0,1,-1,0,0.25,0.25
CHAMPAWAT,BARAKOT,TADAG,Tarag,54204,29.470188,80.077916,60,413,209,204,58,0,275,138,193,90,103,0,0,2,2,3,3,1,1,2,2,1,0,3,4,2,6,33,6,33,2,0,0,0,1,1,1,3,0.3,0.5,6,14.52784504,0.996368039,0.996368039,0.798910412,0,1,-1,0,0.25,0.25
CHAMPAWAT,BARAKOT,TALLA BAPRU,Bayoli Lagga Talla Bapru,54200,29.442347,80.104091,11,66,30,36,0,0,43,23,32,3,29,11,0,2,2,5,5,0,0,2,2,1,0,1,4,2,0,5,0,0,2,0,100,0,0,0,1,5,0.6,1,4,60.60606061,0.984848485,0.984848485,0.695454545,0,1,-1,0,0.25,0.25
CHAMPAWAT,BARAKOT,TALLA BAPRU,Bapru Talla,54201,29.441342,80.102911,190,641,316,325,228,0,353,288,304,4,300,50,1,2,2,4,5,1,0,2,2,1,0,1,4,2,9,73,73,0,2,0,26.31578947,0.526315789,0.736842105,0.736842105,1,4,0.45,0.75,5,7.800312012,0.998049922,0.998049922,0.820467608,0,1,-1,0,0.25,0.25
CHAMPAWAT,BARAKOT,TARI GAON,Doba,54149,29.470188,80.077916,22,91,48,43,35,0,59,32,20,3,17,4,4,2,2,4,4,0,1,1,1,1,0,2,4,2,0,0,0,2,2,0,18.18181818,18.18181818,0.818181818,0.818181818,1,4,0.45,0.75,3,32.96703297,0.991758242,0.991758242,0.842982018,0,1,-1,0,0.25,0.25
CHAMPAWAT,BARAKOT,TARI GAON,Tari Gaon,54153,29.470187,80.077907,80,358,190,168,353,0,195,163,102,2,100,32,0,2,2,4,4,0,1,1,2,1,0,1,4,2,11,54,5,54,1,2,40,0,0.6,0.6,1,4,0.45,0.75,4,11.17318436,0.997206704,0.997206704,0.779162011,0,1,-1,0,0.25,0.25
CHAMPAWAT,BARAKOT,NAUMANA,Adkhandi,54152,29.474028,79.993922,24,80,40,40,0,0,56,24,31,17,14,0,0,2,2,5,5,0,0,2,2,2,5,3,3,2,1,5,0,0,2,0,0,0,1,1,1,5,0.6,1,4,50,0.9875,0.9875,0.99625,-0.2,0.615384615,-1,0,0.5,0.5
CHAMPAWAT,BARAKOT,NAUMANA,Naumana,54154,29.482946,80.016986,66,259,138,121,0,0,191,68,93,11,82,0,0,2,2,5,5,1,1,2,2,2,5,3,4,2,3,15,0,0,2,0,0,0,1,1,1,5,0.6,1,6,23.16602317,0.994208494,0.994208494,0.998262548,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,BARAKOT,OKHLANJ,Okhlanj,54161,29.45718,80.059395,30,122,61,61,70,0,63,59,68,10,58,5,20,2,2,4,4,0,0,2,2,2,4,3,3,1,5,25,0,5,1,10,16.66666667,66.66666667,0.833333333,0.833333333,1,4,0.45,0.75,4,32.78688525,0.991803279,0.991803279,0.847540984,-0.28,0.461538462,0,1,0.5,0.5
CHAMPAWAT,CHAMPAWAT,AAM KARIYA,Aam Karia,53796,29.33585,80.087859,50,126,72,54,44,0,84,42,58,33,25,0,0,2,2,4,5,1,0,2,2,2,5,2,4,2,5,25,5,25,2,0,0,0,1,1,1,4,0.45,0.75,5,39.68253968,0.990079365,0.990079365,0.89702381,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,AAM KARIYA,Nadola,53798,29.33585,80.087861,87,430,205,225,49,0,270,160,182,140,42,0,1,2,2,4,5,1,0,2,2,2,5,2,4,2,5,25,5,25,2,0,0,1.149425287,1,1,1,4,0.45,0.75,5,11.62790698,0.997093023,0.997093023,0.899127907,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,AERI GUROLI,Ari Gurauli,53775,29.328164,80.098012,128,275,125,150,0,0,168,107,148,142,6,90,0,2,2,5,5,1,0,2,2,1,0,2,4,1,6,18,1,16,2,0,70.3125,0,0.296875,0.296875,1,5,0.6,1,5,18.18181818,0.995454545,0.995454545,0.787698864,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,AERI GUROLI,Dubchora,53777,29.32819,80.098361,17,242,117,125,43,0,146,96,130,117,13,17,0,2,2,5,5,2,1,1,1,1,0,1,4,1,3,16,0,16,2,0,100,0,0,0,1,5,0.6,1,5,20.66115702,0.994834711,0.994834711,0.698450413,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BACHKOT,Naag,53927,29.331392,80.0815,15,64,25,39,22,0,42,22,17,17,0,10,0,2,2,5,5,0,0,2,2,2,5,2,4,2,0,0,0,0,2,0,66.66666667,0,0.333333333,0.333333333,1,5,0.6,1,4,62.5,0.984375,0.984375,0.7953125,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BACHKOT,Bachkot,53928,29.333887,80.09217,77,319,144,175,182,0,158,161,94,94,0,32,0,2,2,5,5,0,0,2,2,2,5,2,4,2,0,0,0,0,2,0,41.55844156,0,0.584415584,0.584415584,1,5,0.6,1,4,12.53918495,0.996865204,0.996865204,0.874384236,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BADOLI,Padunga,53863,29.240669,79.92819,34,135,73,62,11,0,74,61,66,54,12,2,0,2,2,5,5,1,1,2,1,2,5,3,3,1,0,0,0,2,2,0,5.882352941,0,0.941176471,0.941176471,1,5,0.6,1,5,37.03703704,0.990740741,0.990740741,0.979575163,-0.2,0.615384615,0,1,0.5,0.5
CHAMPAWAT,CHAMPAWAT,BADOLI,Badauli,53877,29.247838,79.934189,157,562,292,270,0,0,351,211,263,261,2,9,0,2,2,5,5,2,0,2,2,2,4,3,4,1,6,25,1,12,2,0,5.732484076,0,0.942675159,0.942675159,1,5,0.6,1,6,10.67615658,0.997330961,0.997330961,0.982001836,-0.28,0.461538462,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BADOLI,Reetha,53885,29.247649,79.934486,23,113,56,57,0,0,69,44,52,45,7,3,0,2,2,5,5,1,1,2,1,2,4,3,3,1,2,10,1,3,2,0,13.04347826,0,0.869565217,0.869565217,1,5,0.6,1,5,44.24778761,0.988938053,0.988938053,0.957550981,-0.28,0.461538462,0,1,0.5,0.5
CHAMPAWAT,CHAMPAWAT,BAGERI,Amaun,53881,29.327831,80.098361,27,147,73,74,15,0,68,79,68,67,1,15,0,2,2,4,3,1,0,2,2,2,5,3,4,2,1,3,0,2,2,0,55.55555556,0,0.444444444,0.444444444,1,3,0.3,0.5,5,34.01360544,0.991496599,0.991496599,0.630782313,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BAGERI,Bageri,53896,29.327831,80.098362,124,448,219,229,47,0,226,222,231,23,208,110,0,2,2,5,5,2,0,2,2,1,0,2,4,1,4,10,1,0,2,0,88.70967742,0,0.112903226,0.112903226,1,5,0.6,1,6,13.39285714,0.996651786,0.996651786,0.732866503,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BAJARI KOT,Bajrikot,53817,29.331464,80.081586,142,671,346,325,182,0,490,181,272,271,1,142,0,2,2,3,3,1,0,2,2,2,3,3,4,1,7,42,7,40,2,0,100,0,0,0,1,3,0.3,0.5,5,7.451564829,0.998137109,0.998137109,0.499441133,-0.36,0.307692308,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BAJAUN,Bajaun,53882,29.328058,80.098299,169,512,262,250,30,3,305,207,235,229,6,105,0,2,2,5,5,2,1,2,1,1,0,3,5,1,6,25,1,12,2,0,62.13017751,0,0.378698225,0.378698225,1,5,0.6,1,6,11.71875,0.997070313,0.997070313,0.812730561,0,1,0,1,0,0
CHAMPAWAT,CHAMPAWAT,BAKODA,Bakora,53943,29.335323,80.09266,46,243,108,135,0,0,110,133,109,75,34,46,1,2,2,5,5,0,0,2,2,2,5,3,4,2,0,0,0,0,2,0,100,2.173913043,0,0,1,5,0.6,1,4,16.46090535,0.995884774,0.995884774,0.698765432,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BAKODA,Akeri,53944,29.335378,80.092613,3,13,7,6,0,0,6,7,4,2,2,3,0,2,2,5,5,0,0,2,2,2,5,3,4,2,0,0,0,0,2,0,100,0,0,0,1,5,0.6,1,4,307.6923077,0.923076923,0.923076923,0.676923077,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BAKODA,Mosta,53945,29.335388,80.092668,37,198,90,108,10,0,91,107,90,59,31,37,0,2,2,5,5,1,1,2,2,2,5,3,4,2,0,0,0,0,2,0,100,0,0,0,1,5,0.6,1,6,30.3030303,0.992424242,0.992424242,0.697727273,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BAMANPURI,Bamanpuri,54457,29.072179,80.095238,254,0,0,0,0,0,0,0,0,0,0,5,0,2,2,3,3,1,0,2,2,1,0,2,4,1,8,68,5,12,2,0,1.968503937,0,0.980314961,0.980314961,1,3,0.3,0.5,5,0,1,1,0.794094488,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BANBASA,Banbasa (CT),54471,28.995705,80.091846,780,0,0,0,0,0,0,0,0,0,0,18,2,2,2,1,1,2,0,1,2,1,0,2,4,2,7,12,0,20,2,0,2.307692308,0.256410256,0.976923077,0.976923077,1,1,0,0,5,0,1,1,0.593076923,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BAR PASS,Gunth Garsari,53772,29.326745,80.099914,78,169,81,88,0,0,109,60,107,93,14,65,0,2,2,5,5,0,0,2,2,2,3,3,4,1,3,32,0,10,2,0,83.33333333,0,0.166666667,0.166666667,1,5,0.6,1,4,23.66863905,0.99408284,0.99408284,0.748224852,-0.36,0.307692308,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BAR PASS,Barpass,53779,29.322561,80.099199,72,197,90,107,73,5,129,68,88,32,56,72,0,2,2,5,5,1,1,2,2,1,0,2,4,1,2,32,1,20,2,0,100,0,0,0,1,5,0.6,1,6,30.45685279,0.992385787,0.992385787,0.697715736,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BASTIYA,Bastiya,54428,29.084261,80.104116,300,65,34,31,5,0,42,23,34,0,34,35,1,2,2,4,4,1,1,1,2,1,0,3,4,2,7,56,7,10,1,5,11.66666667,0.333333333,0.883333333,0.883333333,1,4,0.45,0.75,5,76.92307692,0.980769231,0.980769231,0.859230769,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BHAGINA BHANDARI,Khetar Narial P Kaler Khan,53767,29.329964,80.081999,20,119,51,68,0,0,87,32,70,18,52,0,0,2,2,3,5,0,0,2,2,2,1,2,4,1,1,5,1,1,2,0,0,0,1,1,1,3,0.3,0.5,4,33.61344538,0.991596639,0.991596639,0.797478992,-0.52,0,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BHAGINA BHANDARI,Khetar Ukhera,53768,29.33002,80.082476,30,98,47,51,0,0,76,22,48,13,35,1,0,2,2,3,5,0,0,2,2,1,0,2,4,1,1,5,1,1,2,0,3.333333333,0,0.966666667,0.966666667,1,3,0.3,0.5,4,40.81632653,0.989795918,0.989795918,0.786938776,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BHAGINA BHANDARI,Ratan Kaniya,53769,29.329985,80.081918,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,0,0,2,2,2,2,2,4,1,0,0,0,0,2,0,0,0,1,1,1,3,0.3,0.5,4,0,1,1,0.8,-0.44,0.153846154,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BHAGINA BHANDARI,Bhageena Bhandari,53770,29.329841,80.082197,58,496,238,258,70,0,360,136,258,6,252,3,0,2,2,5,5,1,0,2,2,1,0,2,4,1,5,26,5,1,2,0,5.172413793,0,0.948275862,0.948275862,1,5,0.6,1,5,10.08064516,0.997479839,0.997479839,0.98372671,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BHAGINA BHANDARI,Nayal,53771,29.329814,80.082049,36,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,5,1,0,2,2,1,0,2,4,1,1,6,1,1,2,0,2.777777778,0,0.972222222,0.972222222,1,4,0.45,0.75,5,0,1,1,0.891666667,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BHAJANPUR,Bhajanpur,54454,29.014525,80.08114,350,0,0,0,0,0,0,0,0,0,0,150,0,2,2,3,3,0,0,2,2,2,2,3,3,2,3,0,0,0,2,0,42.85714286,0,0.571428571,0.571428571,1,3,0.3,0.5,4,0,1,1,0.671428571,-0.44,0.153846154,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,BHANDAR BORA,Basauti Mafi,53834,29.336767,80.098646,12,75,37,38,0,0,40,35,19,16,3,8,0,2,2,5,5,0,0,2,2,1,0,3,4,2,0,0,0,0,2,0,66.66666667,0,0.333333333,0.333333333,1,5,0.6,1,4,53.33333333,0.986666667,0.986666667,0.796,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BHANDAR BORA,Raw Kunwar,53837,29.336779,80.098636,28,172,90,82,0,0,108,64,76,74,2,25,0,2,2,5,5,0,1,2,2,2,5,2,4,2,0,0,0,0,2,0,89.28571429,0,0.107142857,0.107142857,1,5,0.6,1,5,29.06976744,0.992732558,0.992732558,0.729962625,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BHANDAR BORA,Bhandar Bora,53838,29.336765,80.098645,26,172,85,87,11,0,102,70,75,74,1,25,0,2,2,5,5,1,0,2,2,1,0,3,4,2,0,0,0,0,2,0,96.15384615,0,0.038461538,0.038461538,1,5,0.6,1,5,29.06976744,0.992732558,0.992732558,0.709358229,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BHUNGA KHIYALI,Bunga Khayali,53776,29.327779,80.097663,113,362,180,182,11,0,239,123,167,151,16,92,1,2,2,5,5,0,0,2,2,1,0,2,4,1,7,40,1,40,2,0,81.4159292,0.884955752,0.185840708,0.185840708,1,5,0.6,1,4,11.04972376,0.997237569,0.997237569,0.754923483,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BIRGUL,Birgul,53787,29.327779,80.097663,224,883,420,463,66,1,580,303,415,407,8,178,1,2,2,4,4,4,1,1,1,1,0,3,4,1,6,41,1,25,2,0,79.46428571,0.446428571,0.205357143,0.205357143,1,4,0.45,0.75,7,7.927519819,0.99801812,0.99801812,0.661012579,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BUDAM,Sukni,54394,29.194448,79.480182,56,0,0,0,0,0,0,0,0,0,0,49,0,2,2,5,5,0,0,2,2,2,3,2,4,2,0,0,0,0,2,0,87.5,0,0.125,0.125,1,5,0.6,1,4,0,1,1,0.7375,-0.36,0.307692308,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BUDAM,Bakoria,54395,29.194449,79.48018,26,243,108,135,0,0,110,133,109,75,34,26,0,2,2,3,3,0,0,2,2,2,3,3,4,2,0,0,0,0,2,0,100,0,0,0,1,3,0.3,0.5,4,16.46090535,0.995884774,0.995884774,0.498765432,-0.36,0.307692308,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,BUDAM,Buram,54417,29.105378,80.131137,83,0,0,0,0,0,0,0,0,0,0,56,0,2,2,5,5,2,2,2,2,1,0,2,4,2,0,0,0,0,2,0,67.46987952,0,0.325301205,0.325301205,1,5,0.6,1,8,0,1,1,0.797590361,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,CHATKOT,Chhatkot,53893,29.337198,80.094127,139,653,341,312,45,0,431,222,173,142,31,60,1,2,2,3,4,2,0,2,2,1,0,2,4,1,14,9,14,14,1,2,43.16546763,0.71942446,0.568345324,0.568345324,1,3,0.3,0.5,6,9.188361409,0.99770291,0.99770291,0.66981447,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,CHAUKI,Chowki,53842,29.33151,80.081577,105,707,361,346,121,0,554,153,278,216,62,68,1,2,2,4,4,1,0,2,2,2,4,1,3,2,2,13,0,0,2,0,64.76190476,0.952380952,0.352380952,0.352380952,1,4,0.45,0.75,5,7.072135785,0.998231966,0.998231966,0.705183876,-0.28,0.461538462,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,CHAUKUNI BORA,Chowkni Pandey,53854,29.341145,80.081164,15,60,36,24,0,0,42,18,24,24,0,15,0,2,2,4,4,0,0,2,2,1,0,2,4,1,0,0,0,0,2,0,100,0,0,0,1,4,0.45,0.75,4,66.66666667,0.983333333,0.983333333,0.595,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,CHAUKUNI BORA,Chowkni Bora,53855,29.335592,80.090407,114,493,241,252,49,0,330,163,180,126,54,114,1,2,2,3,3,1,0,2,2,1,0,2,4,1,8,30,8,3,2,0,100,0.877192982,0,0,1,3,0.3,0.5,5,10.14198783,0.997464503,0.997464503,0.499239351,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,CHENI GUNTH TALLI,Chheni Malli,54439,29.073057,80.113218,100,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,2,2,2,3,2,4,2,2,6,2,0,2,0,0,0,1,1,1,3,0.3,0.5,4,0,1,1,0.8,-0.36,0.307692308,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,CHENI GUNTH TALLI,Chheni Goth,54440,29.07307,80.113192,105,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,2,1,2,2,2,3,2,4,2,3,10,3,1,2,0,0,0.952380952,1,1,1,3,0.3,0.5,7,0,1,1,0.8,-0.36,0.307692308,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,CHENI GUNTH TALLI,Chheni Talli,54444,29.073054,80.113217,315,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,1,0,2,2,2,3,3,4,2,3,5,3,0,2,0,0,0.317460317,1,1,1,3,0.3,0.5,5,0,1,1,0.8,-0.36,0.307692308,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,CHORA DUMKHARI,Chaura Dumkhuri,53846,29.326325,80.10079,96,677,337,340,165,0,465,212,332,148,184,65,0,2,2,4,4,1,1,1,2,2,4,1,2,2,12,70,0,30,2,0,67.70833333,0,0.322916667,0.322916667,1,4,0.45,0.75,5,7.385524372,0.998153619,0.998153619,0.696321086,-0.28,0.461538462,-1,0,0.75,0.75
CHAMPAWAT,CHAMPAWAT,CHORA DUMKHARI,Lamkaniya,53857,29.33146,80.08159,35,100,44,56,33,0,64,36,33,10,23,28,0,2,2,4,4,0,0,2,2,2,4,3,2,2,0,0,0,0,2,0,80,0,0.2,0.2,1,4,0.45,0.75,4,40,0.99,0.99,0.657,-0.28,0.461538462,-1,0,0.75,0.75
CHAMPAWAT,CHAMPAWAT,CHORA KHYALI,Chaura Khayali,53786,29.328164,80.098012,166,537,253,284,26,0,320,217,260,173,87,96,0,2,2,5,5,1,0,2,2,2,4,3,4,1,7,45,1,45,2,0,57.8313253,0,0.421686747,0.421686747,1,5,0.6,1,5,9.310986965,0.997672253,0.997672253,0.8258077,-0.28,0.461538462,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,CHORA SETHI,Chaura Sethi,53810,29.335836,80.08786,62,289,141,148,23,4,190,99,165,69,96,50,2,2,2,3,3,0,0,2,2,1,0,2,4,2,6,32,6,32,2,0,80.64516129,3.225806452,0.193548387,0.193548387,1,3,0.3,0.5,4,13.84083045,0.996539792,0.996539792,0.557026454,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,CHORA SETHI,Jup Patua,53815,29.335838,80.087864,0,511,259,252,10,18,396,115,150,116,34,0,0,2,2,2,2,0,0,2,2,2,3,3,4,1,0,0,0,0,2,0,0,0,1,1,1,2,0.15,0.25,4,7.82778865,0.998043053,0.998043053,0.699412916,-0.36,0.307692308,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DANDA MALLA,Danda,54391,29.19445,79.480187,60,0,0,0,0,0,0,0,0,0,0,60,0,2,2,5,3,1,0,2,2,2,4,2,4,2,5,0,5,52,2,0,100,0,0,0,1,3,0.3,0.5,5,0,1,1,0.5,-0.28,0.461538462,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DANDA MALLA,Dadalohar Julla,54392,29.194452,79.480184,70,0,0,0,0,0,0,0,0,0,0,70,0,2,1,5,0,1,0,2,2,2,4,2,4,2,2,0,0,22,2,0,100,0,0,0,1,5,0.6,1,5,0,1,1,0.7,-0.28,0.461538462,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DANDA MALLA,Kharayat,54406,29.194451,79.480184,12,0,0,0,0,0,0,0,0,0,0,12,0,2,2,5,4,0,0,2,2,2,5,2,4,2,0,0,0,0,2,0,100,0,0,0,1,4,0.45,0.75,4,0,1,1,0.6,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DHAKANA BADOLA,Saidula Bora,53801,29.341119,80.081463,35,193,99,94,24,0,134,59,70,69,1,35,0,2,2,3,3,1,0,2,2,1,0,2,4,1,0,0,0,0,2,0,100,0,0,0,1,3,0.3,0.5,5,25.90673575,0.993523316,0.993523316,0.498056995,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DHAKANA BADOLA,Danthi,53802,29.34118,80.081383,0,6,3,3,0,0,5,1,2,2,0,0,0,2,2,4,4,0,0,2,2,2,4,3,5,2,0,0,0,0,2,0,0,0,1,1,1,4,0.45,0.75,4,666.6666667,0.833333333,0.833333333,0.85,-0.28,0.461538462,-1,0,0,0
CHAMPAWAT,CHAMPAWAT,DHAKANA BADOLA,Chaniya,53803,29.341209,80.081343,13,0,0,0,0,0,0,0,0,0,0,10,0,2,2,4,4,0,0,2,2,1,0,1,4,1,1,4,1,0,2,0,76.92307692,0,0.230769231,0.230769231,1,4,0.45,0.75,4,0,1,1,0.669230769,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DHAKANA BADOLA,Dhakna Badola,53805,29.341207,80.081276,124,551,279,272,52,0,408,143,111,10,101,124,1,2,2,3,3,1,0,2,2,1,0,1,4,1,10,25,1,2,2,0,100,0.806451613,0,0,1,3,0.3,0.5,5,9.074410163,0.997731397,0.997731397,0.499319419,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DHAKANA BADOLA,Naad Bora,53806,29.341175,80.081269,35,157,85,72,0,0,130,27,55,55,0,35,0,2,2,4,4,0,0,2,2,1,0,1,4,1,3,10,3,0,2,0,100,0,0,0,1,4,0.45,0.75,4,25.47770701,0.993630573,0.993630573,0.598089172,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DHAUN RAUT,Dhyan Bhandar,53865,29.33156,80.081553,8,0,0,0,0,0,0,0,0,0,0,8,0,2,2,5,2,0,0,2,2,1,0,1,4,1,1,6,1,1,2,0,100,0,0,0,1,2,0.15,0.25,4,0,1,1,0.4,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DHAUN RAUT,Pather Maun,53868,29.33187,80.084709,8,61,35,26,0,0,45,16,24,24,0,8,0,2,2,4,2,0,0,2,2,2,2,1,4,1,1,6,1,6,2,0,100,0,0,0,1,2,0.15,0.25,4,65.57377049,0.983606557,0.983606557,0.395081967,-0.44,0.153846154,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DHAUN RAUT,Dhaun,53869,29.331418,80.081792,70,364,184,180,87,0,241,123,168,166,2,70,0,2,1,5,0,1,1,1,1,1,0,1,4,1,6,32,6,3,2,0,100,0,0,0,1,5,0.6,1,4,10.98901099,0.997252747,0.997252747,0.699175824,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DHURA,Chaura Kot,54414,29.072344,80.106182,11,812,433,379,207,0,537,275,307,297,10,5,0,2,2,5,5,0,0,2,2,2,1,2,4,2,1,6,1,0,2,0,45.45454545,0,0.545454545,0.545454545,1,5,0.6,1,4,4.926108374,0.998768473,0.998768473,0.863266906,-0.52,0,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DHURA,Bayala,54415,29.072337,80.106003,81,0,0,0,0,0,0,0,0,0,0,30,0,2,2,5,5,1,0,2,2,2,5,2,4,2,0,0,0,0,2,0,37.03703704,0,0.62962963,0.62962963,1,5,0.6,1,5,0,1,1,0.888888889,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DHURA,Dhura,54419,29.072332,80.106156,94,0,0,0,0,0,0,0,0,0,0,50,0,2,2,5,5,1,0,2,2,2,1,2,4,2,4,28,3,0,2,0,53.19148936,0,0.468085106,0.468085106,1,5,0.6,1,5,0,1,1,0.840425532,-0.52,0,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DIGDAI,Digdai,53759,29.389825,79.903255,45,191,101,90,0,0,124,67,117,32,85,15,0,2,2,5,5,1,0,2,2,1,0,2,4,2,1,0,0,0,2,0,33.33333333,0,0.666666667,0.666666667,1,5,0.6,1,5,26.17801047,0.993455497,0.993455497,0.898036649,0,1,-1,0,0.25,0.25
