district_name,block_name,gp_name,village_name,village_code,village_latitude,village_longitude,total_hhd,TOT_P,TOT_M,TOT_F,P_SC,P_ST,P_LIT,P_ILL,TOT_WORK_P,MAINWORK_P,MARGWORK_P,total_hhd_having_piped_water_connection,total_no_of_community_toilets_constructed,availability_of_phc,availability_of_chc,distance_of_phc,distance_of_chc,total_no_of_schools_primary_sections,total_no_of_schools_middle_sections,availability_of_high_school,availability_of_ssc_school,is_village_connected_to_all_weather_road,distance_of_all_weather_road,availability_of_internal_pucca_road,availablility_hours_of_domestic_electricity,is_broadband_available,no_of_shgs_under_nrlm,total_hhd_mobilized_into_shg,total_no_of_shg_promoted,total_shg_members_engaged_in_income_generation_activities,availability_of_cottage_small_scale_units,total_hhd_engaged_cottage_small_scale_units,piped_water_pct,toilet_per_100hh,sanitation_deficit_raw,sanitation_deficit,has_health_fac,min_health_distance,health_deficit_raw,health_deficit,total_schools,schools_per_1000,education_deficit_raw,education_deficit,service_deficit_index,road_deficit_raw,road_deficit,digital_deficit_raw,digital_deficit,electricity_deficit_raw,electricity_deficit
CHAMPAWAT,CHAMPAWAT,DIGDAI,Bilota Sain,53762,29.389873,79.903152,15,98,53,45,0,0,67,31,56,21,35,12,0,2,2,3,3,0,0,2,2,1,0,3,4,2,1,0,0,0,2,0,80,0,0.2,0.2,1,3,0.3,0.5,4,40.81632653,0.989795918,0.989795918,0.556938776,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DIGDAI,Sanya Phalya Lagga Khal kariya,53763,29.389576,79.903274,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0,2,2,2,5,3,4,2,0,0,0,0,2,0,0,0,1,1,1,4,0.45,0.75,4,0,1,1,0.9,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DIGDAI,Chaudhary Jula,53764,29.389928,79.903122,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0,2,2,2,4,3,3,2,0,0,0,0,2,0,0,0,1,1,1,4,0.45,0.75,4,0,1,1,0.9,-0.28,0.461538462,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,DIGDAI,Khunari,53765,29.389857,79.903138,25,157,81,76,19,0,113,44,87,28,59,8,0,2,2,3,3,0,0,2,2,1,0,3,4,2,1,0,0,0,2,0,32,0,0.68,0.68,1,3,0.3,0.5,4,25.47770701,0.993630573,0.993630573,0.702089172,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DIYURI,Diyuri,53895,29.331463,80.081591,415,1445,760,685,282,0,919,526,585,377,208,276,1,1,2,0,5,4,1,2,1,1,0,1,4,1,16,136,16,8,2,0,66.5060241,0.240963855,0.334939759,0.334939759,1,5,0.6,1,8,5.53633218,0.998615917,0.998615917,0.800066703,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DUBAR JAINAL,Dubar Jainal,53917,29.334205,80.089969,81,435,219,216,54,0,246,189,108,18,90,65,0,2,2,3,3,1,1,2,2,1,0,3,4,2,0,0,0,6,2,0,80.24691358,0,0.197530864,0.197530864,1,3,0.3,0.5,6,13.79310345,0.996551724,0.996551724,0.558224777,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DUDHAURI,Hiula,53884,29.22526,80.048413,75,197,96,101,150,0,122,75,62,19,43,50,1,2,2,5,3,1,1,2,2,2,5,3,4,2,1,6,1,32,2,0,66.66666667,1.333333333,0.333333333,0.333333333,1,3,0.3,0.5,6,30.45685279,0.992385787,0.992385787,0.597715736,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,DUDHAURI,Dudhori,53892,29.329409,80.085793,147,360,197,163,42,0,231,129,134,21,113,50,1,2,2,3,3,1,1,2,2,2,5,3,3,2,3,2,1,2,2,0,34.01360544,0.680272109,0.659863946,0.659863946,1,3,0.3,0.5,6,16.66666667,0.995833333,0.995833333,0.696709184,-0.2,0.615384615,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,DUNGARA SETHY,Dungra Saithi,53812,29.331797,80.081654,111,517,263,254,69,3,424,93,228,221,7,105,0,2,2,2,2,1,0,2,2,1,0,2,4,1,5,5,5,30,2,0,94.59459459,0,0.054054054,0.054054054,1,2,0.15,0.25,5,9.671179884,0.997582205,0.997582205,0.415490878,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,FUNGAR MAPHI,Bardoli,53830,29.328408,80.094984,67,196,110,86,0,0,146,50,102,4,98,39,0,2,2,3,3,0,0,2,2,2,3,2,4,2,3,18,0,2,2,0,58.20895522,0,0.417910448,0.417910448,1,3,0.3,0.5,4,20.40816327,0.994897959,0.994897959,0.623842522,-0.36,0.307692308,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,FUNGAR MAPHI,Jayar,53831,29.328559,80.095051,25,81,40,41,0,0,46,35,44,38,6,15,0,2,2,3,3,0,0,2,2,2,2,2,4,2,1,6,0,0,2,0,60,0,0.4,0.4,1,3,0.3,0.5,4,49.38271605,0.987654321,0.987654321,0.616296296,-0.44,0.153846154,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,FUNGAR MAPHI,Sauj Bisht,53836,29.327089,80.100492,31,0,0,0,0,0,0,0,0,0,0,27,0,2,2,3,3,0,4,2,2,1,0,2,4,1,1,24,0,0,2,0,87.09677419,0,0.129032258,0.129032258,1,3,0.3,0.5,8,0,1,1,0.538709677,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,FUNGAR MAPHI,Paiti Mafi,53841,28.931146,79.963187,6,22,13,9,0,0,14,8,10,4,6,6,0,2,2,3,3,0,0,2,2,2,1,2,4,2,0,0,0,0,2,0,100,0,0,0,1,3,0.3,0.5,4,181.8181818,0.954545455,0.954545455,0.486363636,-0.52,0,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,FUNGAR MAPHI,Phungar,53844,29.328349,80.094978,200,0,0,0,0,0,0,0,0,0,0,145,1,2,2,3,3,1,1,2,2,2,3,2,4,1,4,24,0,4,2,0,72.5,0.5,0.275,0.275,1,3,0.3,0.5,6,0,1,1,0.5825,-0.36,0.307692308,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GARKOT,Garhkot,53780,29.331564,80.081629,242,416,216,200,19,0,296,120,278,242,36,210,1,2,2,5,5,3,0,2,2,1,0,2,4,1,3,3,0,22,2,0,86.7768595,0.41322314,0.132231405,0.132231405,1,5,0.6,1,7,16.82692308,0.995793269,0.995793269,0.738407402,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GARKOT,Patal,53784,29.330866,80.081255,24,39,21,18,0,0,31,8,22,1,21,24,0,2,2,5,5,0,0,2,2,2,3,3,4,1,3,15,0,1,2,0,100,0,0,0,1,5,0.6,1,4,102.5641026,0.974358974,0.974358974,0.692307692,-0.36,0.307692308,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GHURCHUM,Nayadi,53862,29.358343,80.029007,7,24,13,11,9,0,15,9,12,9,3,5,0,2,2,5,5,0,0,2,2,2,3,3,4,1,0,0,0,0,2,0,71.42857143,0,0.285714286,0.285714286,1,5,0.6,1,4,166.6666667,0.958333333,0.958333333,0.773214286,-0.36,0.307692308,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GHURCHUM,Baira,53872,29.358785,80.027787,8,57,31,26,17,0,37,20,26,2,24,8,0,2,2,5,5,0,0,2,2,2,3,3,4,1,0,0,0,0,2,0,100,0,0,0,1,5,0.6,1,4,70.1754386,0.98245614,0.98245614,0.694736842,-0.36,0.307692308,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GHURCHUM,Jamrari,53873,29.326062,80.099014,36,103,54,49,0,0,59,44,45,7,38,36,0,2,2,5,5,0,0,2,2,2,4,2,4,1,0,0,0,0,2,0,100,0,0,0,1,5,0.6,1,4,38.83495146,0.990291262,0.990291262,0.697087379,-0.28,0.461538462,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GHURCHUM,Pali,53874,29.358803,80.027827,28,93,45,48,6,0,55,38,36,4,32,15,0,2,2,5,5,1,0,1,1,2,3,3,4,1,0,0,0,0,2,0,53.57142857,0,0.464285714,0.464285714,1,5,0.6,1,3,32.25806452,0.991935484,0.991935484,0.836866359,-0.36,0.307692308,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GHURCHUM,Ghurchum,53875,29.325727,80.09906,35,131,68,63,0,0,88,43,62,7,55,35,0,2,2,5,5,2,1,2,2,2,3,3,4,1,2,11,1,0,2,0,100,0,0,0,1,5,0.6,1,7,53.4351145,0.986641221,0.986641221,0.695992366,-0.36,0.307692308,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GHURCHUM,Dayoli (Dhauli),53886,29.358797,80.027782,5,73,41,32,0,0,42,31,27,5,22,5,0,2,2,4,4,0,0,2,2,2,4,3,4,1,0,0,0,0,2,0,100,0,0,0,1,4,0.45,0.75,4,54.79452055,0.98630137,0.98630137,0.595890411,-0.28,0.461538462,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GOLI,Chanchalpur Urf Chanchri,53778,29.327718,80.098477,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,0,0,2,2,2,4,3,5,2,0,0,0,0,2,0,0,0,1,1,1,5,0.6,1,4,0,1,1,1,-0.28,0.461538462,-1,0,0,0
CHAMPAWAT,CHAMPAWAT,GOLI,Goli,53788,29.327831,80.098361,224,694,330,364,64,0,359,335,326,323,3,148,1,2,2,5,5,3,2,1,1,1,0,2,4,1,14,30,1,5,2,0,66.07142857,0.446428571,0.339285714,0.339285714,1,5,0.6,1,7,10.08645533,0.997478386,0.997478386,0.80102923,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GURKHOLI GUNTH,Gor Kholi,53902,29.335237,80.093846,46,228,114,114,52,0,114,114,101,84,17,25,0,2,2,5,4,1,0,2,1,2,3,3,4,2,0,0,0,0,2,0,54.34782609,0,0.456521739,0.456521739,1,4,0.45,0.75,4,17.54385965,0.995614035,0.995614035,0.735640732,-0.36,0.307692308,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GURKHOLI GUNTH,Boyal,53903,29.335368,80.09365,19,102,48,54,0,0,63,39,52,52,0,14,15,2,2,3,3,1,0,2,2,1,0,2,3,2,0,0,0,0,2,0,73.68421053,78.94736842,0.263157895,0.263157895,1,3,0.3,0.5,5,49.01960784,0.987745098,0.987745098,0.575270898,0,1,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,GURKHOLI GUNTH,Raisang,53910,29.335189,80.093873,22,98,52,46,0,0,77,21,31,25,6,15,21,2,2,3,3,0,0,2,2,1,0,2,4,2,0,0,0,0,2,0,68.18181818,95.45454545,0.318181818,0.318181818,1,3,0.3,0.5,4,40.81632653,0.989795918,0.989795918,0.592393321,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,GURKHOLI GUNTH,Khaar,53911,29.335155,80.093942,7,31,12,19,0,0,22,9,13,9,4,5,7,2,2,3,5,0,0,2,2,2,1,3,4,2,0,0,0,0,2,0,71.42857143,100,0.285714286,0.285714286,1,3,0.3,0.5,4,129.0322581,0.967741935,0.967741935,0.576036866,-0.52,0,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,HARIPUR NAR SINGH DANDA,Narsingh Danda,53755,29.38977,79.903265,216,833,442,391,827,0,584,249,288,77,211,150,0,2,2,5,5,1,0,1,1,1,0,3,5,2,5,0,0,0,2,0,69.44444444,0,0.305555556,0.305555556,1,5,0.6,1,3,3.601440576,0.99909964,0.99909964,0.791396559,0,1,-1,0,0,0
CHAMPAWAT,CHAMPAWAT,JAI GAON JAITOLI,Jaigaon Jatoli,53820,29.33585,80.087866,109,343,181,162,0,0,213,130,171,169,2,48,25,2,2,4,4,1,0,2,2,2,3,1,4,2,2,9,2,1,2,0,44.03669725,22.93577982,0.559633028,0.559633028,1,4,0.45,0.75,5,14.57725948,0.996355685,0.996355685,0.766796614,-0.36,0.307692308,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,JAI GAON JAITOLI,Nand Kuli,53822,29.334201,80.08758,43,116,64,52,0,0,73,43,60,59,1,24,0,2,2,4,4,0,0,2,2,2,3,2,4,2,0,0,0,0,2,0,55.81395349,0,0.441860465,0.441860465,1,4,0.45,0.75,4,34.48275862,0.99137931,0.99137931,0.729971933,-0.36,0.307692308,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,JAI GAON JAITOLI,Dugra,53824,29.331316,80.081837,0,30,19,11,0,0,23,7,12,12,0,0,0,2,2,3,3,0,0,2,2,2,4,2,5,2,0,0,0,0,2,0,0,0,1,1,1,3,0.3,0.5,4,133.3333333,0.966666667,0.966666667,0.79,-0.28,0.461538462,-1,0,0,0
CHAMPAWAT,CHAMPAWAT,JAUL,Baman Jaol,54413,29.064098,80.103384,27,0,0,0,0,0,0,0,0,0,0,25,0,2,2,5,5,1,0,2,2,1,0,2,4,2,3,12,3,9,2,0,92.59259259,0,0.074074074,0.074074074,1,5,0.6,1,5,0,1,1,0.722222222,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,JAUL,Jaul,54420,29.064192,80.103355,118,0,0,0,0,0,0,0,0,0,0,105,0,2,2,5,5,0,0,1,1,1,0,2,4,1,5,5,5,25,2,0,88.98305085,0,0.110169492,0.110169492,1,5,0.6,1,2,0,1,1,0.733050847,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,JAUL,Shukhi Dhang,54421,29.064111,80.103413,8,0,0,0,0,0,0,0,0,0,0,5,0,2,2,5,5,0,0,2,2,1,0,2,4,2,1,4,1,0,2,0,62.5,0,0.375,0.375,1,5,0.6,1,4,0,1,1,0.8125,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,JHALA KUDI,Jhala Kudi,54397,29.331526,80.08163,99,0,0,0,0,0,0,0,0,0,0,99,0,2,2,5,5,1,0,2,2,2,2,3,4,2,5,56,0,50,2,0,100,0,0,0,1,5,0.6,1,5,0,1,1,0.7,-0.44,0.153846154,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KAKNAI MALLI,Kuknai,54390,29.074596,80.114876,171,0,0,0,0,0,0,0,0,0,0,143,0,2,2,5,5,2,2,1,1,2,5,2,4,2,40,0,0,0,2,0,83.62573099,0,0.16374269,0.16374269,1,5,0.6,1,6,0,1,1,0.749122807,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KAKNAI MALLI,Bungra Dungra Pipal,54393,29.074605,80.114865,15,0,0,0,0,0,0,0,0,0,0,11,0,2,2,5,5,1,0,2,2,2,5,2,4,2,0,0,0,0,2,0,73.33333333,0,0.266666667,0.266666667,1,5,0.6,1,5,0,1,1,0.78,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KALI GOOTH (PURNAGIRI),Kot Kendri,54404,29.072328,80.106153,15,0,0,0,0,0,0,0,0,0,0,9,0,2,2,5,5,1,1,2,2,2,4,3,4,2,0,0,0,0,2,0,60,0,0.4,0.4,1,5,0.6,1,6,0,1,1,0.82,-0.28,0.461538462,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KALI GOOTH (PURNAGIRI),Kamayun,54407,29.072376,80.106134,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,0,0,2,2,2,4,3,5,2,0,0,0,0,2,0,0,0,1,1,1,5,0.6,1,4,0,1,1,1,-0.28,0.461538462,-1,0,0,0
CHAMPAWAT,CHAMPAWAT,KALI GOOTH (PURNAGIRI),Chuka,54408,29.072347,80.105844,18,0,0,0,0,0,0,0,0,0,0,12,0,2,2,4,5,1,0,2,2,2,1,2,5,2,0,0,0,0,2,0,66.66666667,0,0.333333333,0.333333333,1,4,0.45,0.75,5,0,1,1,0.7,-0.52,0,-1,0,0,0
CHAMPAWAT,CHAMPAWAT,KALI GOOTH (PURNAGIRI),Khairi Gaon/ Kharra Gunth,54409,29.072342,80.106193,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,0,0,2,2,2,3,3,5,2,0,0,0,0,2,0,0,0,1,1,1,5,0.6,1,4,0,1,1,1,-0.36,0.307692308,-1,0,0,0
CHAMPAWAT,CHAMPAWAT,KALI GOOTH (PURNAGIRI),Kailigunth Shri Poornagiri/ Poorangiri Mafi,54410,29.072431,80.105936,92,0,0,0,0,0,0,0,0,0,0,50,1,2,2,5,5,0,0,2,2,2,1,2,4,2,0,0,0,0,2,0,54.34782609,1.086956522,0.456521739,0.456521739,1,5,0.6,1,4,0,1,1,0.836956522,-0.52,0,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KALI GOOTH (PURNAGIRI),Sanmura Gunth,54425,29.072384,80.106183,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,0,0,2,2,2,4,3,5,2,0,0,0,0,2,0,0,0,1,1,1,5,0.6,1,4,0,1,1,1,-0.28,0.461538462,-1,0,0,0
CHAMPAWAT,CHAMPAWAT,KALI GOOTH (PURNAGIRI),Bageligunth Shri Poornagiri/ Kaulikulari,54426,29.072337,80.106242,12,0,0,0,0,0,0,0,0,0,0,4,0,2,2,5,5,0,0,2,2,2,4,3,3,2,0,0,0,0,2,0,33.33333333,0,0.666666667,0.666666667,1,5,0.6,1,4,0,1,1,0.9,-0.28,0.461538462,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,KALI GOOTH (PURNAGIRI),Taal Gunth,54427,29.072289,80.106124,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,0,0,2,2,2,5,3,5,2,0,0,0,0,2,0,0,0,1,1,1,5,0.6,1,4,0,1,1,1,-0.2,0.615384615,-1,0,0,0
CHAMPAWAT,CHAMPAWAT,KAPHALATA MALLA,Kanyura,53899,29.337146,80.098012,25,118,66,52,5,0,80,38,51,49,2,12,0,2,2,5,5,1,1,1,2,2,4,2,4,2,0,0,0,0,2,0,48,0,0.52,0.52,1,5,0.6,1,5,42.37288136,0.98940678,0.98940678,0.852822034,-0.28,0.461538462,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KAPHALATA MALLA,Pali,53906,29.336586,80.09878,3,93,45,48,6,0,55,38,36,4,32,3,0,2,2,5,5,0,0,2,2,2,4,2,3,2,0,0,0,0,2,0,100,0,0,0,1,5,0.6,1,4,43.01075269,0.989247312,0.989247312,0.696774194,-0.28,0.461538462,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,KAPHALATA MALLA,Malla Kafalta,53909,29.336678,80.098687,38,200,100,100,54,0,111,89,93,59,34,15,0,2,2,5,5,1,0,2,2,2,4,2,3,2,0,0,0,0,2,0,39.47368421,0,0.605263158,0.605263158,1,5,0.6,1,5,25,0.99375,0.99375,0.879703947,-0.28,0.461538462,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,KARI,Kaari,53930,29.076391,80.112326,83,339,135,204,76,0,212,127,152,144,8,50,0,2,2,5,5,1,0,2,2,2,5,2,4,2,2,0,0,0,2,0,60.24096386,0,0.397590361,0.397590361,1,5,0.6,1,5,14.74926254,0.996312684,0.996312684,0.818170914,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KARI,Gayal,53931,29.076428,80.112558,5,14,7,7,0,0,6,8,9,9,0,4,0,2,2,5,5,0,0,2,2,2,5,2,3,2,0,0,0,0,2,0,80,0,0.2,0.2,1,5,0.6,1,4,285.7142857,0.928571429,0.928571429,0.738571429,-0.2,0.615384615,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,KATHNAULI,Kathnauli,53840,29.336767,80.098646,36,295,149,146,0,0,195,100,82,80,2,30,0,2,2,5,5,1,0,2,2,1,0,2,4,2,0,0,0,0,2,0,83.33333333,0,0.166666667,0.166666667,1,5,0.6,1,5,16.94915254,0.995762712,0.995762712,0.748728814,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KATHNAULI,Giri Punaithi,53859,29.336766,80.098646,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,5,0,0,2,2,2,5,3,4,2,0,0,0,0,2,0,100,0,0,0,1,5,0.6,1,4,0,1,1,0.7,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KHAL KARIYA,Khark Bagar,53756,29.331572,80.081575,15,28,16,12,0,0,23,5,14,8,6,8,0,2,2,4,4,0,0,2,2,1,0,2,4,1,0,0,0,0,2,0,53.33333333,0,0.466666667,0.466666667,1,4,0.45,0.75,4,142.8571429,0.964285714,0.964285714,0.729285714,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KHAL KARIYA,Sanya Phaliya Lagga Khunari,53757,29.331615,80.081612,0,11,5,6,0,0,11,0,10,2,8,0,0,2,2,5,5,0,0,2,2,1,0,2,5,1,0,0,0,0,2,0,0,0,1,1,1,5,0.6,1,4,363.6363636,0.909090909,0.909090909,0.972727273,0,1,0,1,0,0
CHAMPAWAT,CHAMPAWAT,KHAL KARIYA,Sanya Neel Kariya,53758,29.331708,80.081572,25,62,32,30,0,0,50,12,40,12,28,7,0,2,2,5,5,1,0,2,2,1,0,3,4,1,1,5,0,0,2,0,28,0,0.72,0.72,1,5,0.6,1,5,80.64516129,0.97983871,0.97983871,0.909951613,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KHAL KARIYA,Khal Kedia,53760,29.331454,80.081587,14,0,0,0,0,0,0,0,0,0,0,10,0,2,2,3,2,1,0,2,2,1,0,2,4,1,3,4,1,3,2,0,71.42857143,0,0.285714286,0.285714286,1,2,0.15,0.25,5,0,1,1,0.485714286,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KHAL KARIYA,Khark,53761,29.331543,80.081566,93,168,87,81,0,0,146,22,96,29,67,93,0,2,2,5,5,0,0,2,2,1,0,2,5,1,3,15,0,5,2,0,100,0,0,0,1,5,0.6,1,4,23.80952381,0.994047619,0.994047619,0.698214286,0,1,0,1,0,0
CHAMPAWAT,CHAMPAWAT,KHARK KARKEE,Pawet,53808,29.328072,80.094557,11,72,41,31,0,0,60,12,31,19,12,10,0,2,2,3,3,0,0,2,2,1,0,2,4,1,0,0,0,0,2,0,90.90909091,0,0.090909091,0.090909091,1,3,0.3,0.5,4,55.55555556,0.986111111,0.986111111,0.523106061,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KHARK KARKEE,Khark Karki,53811,29.32802,80.094725,919,2147,1373,774,376,153,1735,412,1158,927,231,919,0,2,2,2,2,1,0,2,2,1,0,2,4,1,8,40,5,10,2,0,100,0,0,0,1,2,0.15,0.25,5,2.328830927,0.999417792,0.999417792,0.399825338,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KHATOLI TALLI,Khatoli Talli,53889,29.240348,80.04877,300,891,454,437,118,0,427,464,418,120,298,300,1,2,2,5,5,2,2,1,1,2,5,1,2,2,0,0,0,0,2,0,100,0.333333333,0,0,1,5,0.6,1,6,6.734006734,0.998316498,0.998316498,0.699494949,-0.2,0.615384615,-1,0,0.75,0.75
CHAMPAWAT,CHAMPAWAT,KOT AMORI,kot Amori,53883,29.226102,80.048844,250,760,385,375,7,0,485,275,403,240,163,165,1,2,2,5,5,4,4,1,1,2,4,3,4,2,11,80,1,80,2,0,66,0.4,0.34,0.34,1,5,0.6,1,10,13.15789474,0.996710526,0.996710526,0.801013158,-0.28,0.461538462,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KOYATI,Simar,53792,29.329936,80.08181,20,83,43,40,10,0,56,27,51,15,36,0,0,2,2,4,4,1,0,2,2,2,4,2,4,2,2,10,2,1,2,0,0,0,1,1,1,4,0.45,0.75,5,60.24096386,0.984939759,0.984939759,0.895481928,-0.28,0.461538462,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,KOYATI,Koyati,53795,29.329896,80.081968,72,218,108,110,25,0,152,66,110,41,69,16,0,2,2,3,3,0,0,2,2,1,0,2,4,1,5,30,5,2,2,0,22.22222222,0,0.777777778,0.777777778,1,3,0.3,0.5,4,18.34862385,0.995412844,0.995412844,0.731957187,0,1,0,1,0.25,0.25
CHAMPAWAT,CHAMPAWAT,LADA BORA,Lara Bora,53871,29.224846,80.048333,90,296,159,137,109,0,169,127,60,60,0,90,1,2,2,4,4,0,1,2,2,2,3,3,3,2,1,1,1,1,2,0,100,1.111111111,0,0,1,4,0.45,0.75,5,16.89189189,0.995777027,0.995777027,0.598733108,-0.36,0.307692308,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,LADA BORA,Kawarsing,53876,29.224951,80.048194,15,96,51,45,12,0,66,30,18,18,0,15,1,2,2,3,3,1,1,2,2,2,4,3,3,2,0,0,0,1,2,0,100,6.666666667,0,0,1,3,0.3,0.5,6,62.5,0.984375,0.984375,0.4953125,-0.28,0.461538462,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,LADA BORA,Bhanauli,53891,29.22523,80.048426,22,264,142,122,0,0,181,83,68,18,50,22,0,2,2,4,4,1,0,2,2,1,0,3,3,2,2,10,1,1,2,0,100,0,0,0,1,4,0.45,0.75,5,18.93939394,0.995265152,0.995265152,0.598579545,0,1,-1,0,0.5,0.5
CHAMPAWAT,CHAMPAWAT,LAFARA,Bibrik,53800,29.33585,80.087856,16,62,35,27,0,0,48,14,28,0,28,0,0,2,2,5,5,0,0,2,2,2,5,2,4,2,1,5,1,5,2,0,0,0,1,1,1,5,0.6,1,4,64.51612903,0.983870968,0.983870968,0.99516129,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,LAFARA,Bastiya,53860,29.335851,80.087861,42,65,34,31,5,0,42,23,34,0,34,0,0,2,2,5,5,0,0,2,2,2,5,2,4,2,2,10,2,2,2,0,0,0,1,1,1,5,0.6,1,4,61.53846154,0.984615385,0.984615385,0.995384615,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,LAFARA,Lafra,53861,29.33585,80.087856,66,290,139,151,79,0,172,118,146,1,145,0,1,2,2,4,5,1,0,2,2,1,0,2,4,2,2,10,2,10,2,0,0,1.515151515,1,1,1,4,0.45,0.75,5,17.24137931,0.995689655,0.995689655,0.898706897,0,1,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,MAIROLI,Ladhon Tukra,53766,29.389962,79.903212,4,11,6,5,0,0,6,5,8,3,5,0,0,2,2,5,5,0,0,2,2,2,3,3,4,2,0,0,0,0,2,0,0,0,1,1,1,5,0.6,1,4,363.6363636,0.909090909,0.909090909,0.972727273,-0.36,0.307692308,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,MAIROLI,Kallu Khan,53773,29.389788,79.903155,30,157,77,80,0,0,104,53,87,28,59,25,0,2,2,5,5,2,1,1,1,2,5,3,4,2,0,0,0,0,2,0,83.33333333,0,0.166666667,0.166666667,1,5,0.6,1,5,31.84713376,0.992038217,0.992038217,0.747611465,-0.2,0.615384615,-1,0,0.25,0.25
CHAMPAWAT,CHAMPAWAT,MAIROLI,Basaan,53774,29.389962,79.903193,15,74,33,41,0,0,52,22,47,19,28,0,0,2,2,5,5,1,0,1,1,2,4,3,4,2,0,0,0,0,2,0,0,0,1,1,1,5,0.6,1,3,40.54054054,0.989864865,0.989864865,0.996959459,-0.28,0.461538462,-1,0,0.25,0.25
